순위,isPriority,articleType,id,buildingManagementSerialNumber,agentId,number,previewPhotoUrl,smallPhotoUrls,originPhotoUrls,businessLargeCode,businessLargeCodeName,businessMiddleCode,businessMiddleCodeName,priceType,priceTypeName,deposit,monthlyRent,isPremiumClosed,premium,sale,maintenanceFee,floor,groundFloor,size,title,firstDeposit,firstMonthlyRent,firstPremium,confirmedDateUtc,nearSubwayStation,viewCount,favoriteCount,isInYourFavorited,isMoveInDate,moveInDate,completionConfirmedDateUtc,createdDateUtc,editedDateUtc,state,areaPrice,region,monthly_rent,details
1,,1,d3a5f898-623b-4e3c-8fe5-a1535bb52fd7,1168011800105530006000239,,948240,https://img.nemoapp.kr/article-photos/50b7aaea-cc4d-4484-b123-3cabfe7103f7/s.jpg,"['https://img.nemoapp.kr/article-photos/50b7aaea-cc4d-4484-b123-3cabfe7103f7/s.jpg', 'https://img.nemoapp.kr/article-photos/6ecff072-9d0b-43d1-917c-225f3e31dd48/s.jpg', 'https://img.nemoapp.kr/article-photos/9f897e74-3f29-474e-b72b-d96b3482108c/s.jpg', 'https://img.nemoapp.kr/article-photos/2d9db12b-8ca6-497a-a0fc-c436838600dc/s.jpg', 'https://img.nemoapp.kr/article-photos/369a2769-9bee-4460-aaed-21a1143cac00/s.jpg', 'https://img.nemoapp.kr/article-photos/ea9d77e0-ef9c-4bae-9d3e-033210eda456/s.jpg', 'https://img.nemoapp.kr/article-photos/7d71147b-1305-4667-9679-15c42fdfc87d/s.jpg', 'https://img.nemoapp.kr/article-photos/68cbb0f1-1ab7-4fd1-85e7-a78e2ef83104/s.jpg', 'https://img.nemoapp.kr/article-photos/8288e761-fa6a-4601-89e4-7df56b5a6cb9/s.jpg', 'https://img.nemoapp.kr/article-photos/ed78259e-1d66-4ebe-93c9-2a223c7beb33/s.jpg', 'https://img.nemoapp.kr/article-photos/699563fb-0d90-4d63-a3ef-dfd819163a17/s.jpg', 'https://img.nemoapp.kr/article-photos/b9dfb7ac-6fde-4cf1-842f-2fdb97441c3d/s.jpg', 'https://img.nemoapp.kr/article-photos/9ac19ec5-a704-4794-b640-de31ecef2488/s.jpg', 'https://img.nemoapp.kr/article-photos/edbb1963-4c5a-4203-9b19-cfedaa683565/s.jpg', 'https://img.nemoapp.kr/article-photos/bd97de5d-bed6-4975-851a-5cd0a52c5dbe/s.jpg', 'https://img.nemoapp.kr/article-photos/da0a0746-d3e6-4ff5-ae8a-82ff41b564d4/s.jpg', 'https://img.nemoapp.kr/article-photos/a8bfe1cf-4ac7-43bc-bada-33974f21c5f5/s.jpg', 'https://img.nemoapp.kr/article-photos/ba8d74d6-db49-4209-8c3d-e81091100b96/s.jpg', 'https://img.nemoapp.kr/article-photos/011a5b09-6fa9-4bb2-a275-ddb8f16a7565/s.jpg', 'https://img.nemoapp.kr/article-photos/3989595c-890d-420a-8464-e0f4769983c1/s.jpg']","['https://img.nemoapp.kr/article-photos/50b7aaea-cc4d-4484-b123-3cabfe7103f7/l.jpg', 'https://img.nemoapp.kr/article-photos/6ecff072-9d0b-43d1-917c-225f3e31dd48/l.jpg', 'https://img.nemoapp.kr/article-photos/9f897e74-3f29-474e-b72b-d96b3482108c/l.jpg', 'https://img.nemoapp.kr/article-photos/2d9db12b-8ca6-497a-a0fc-c436838600dc/l.jpg', 'https://img.nemoapp.kr/article-photos/369a2769-9bee-4460-aaed-21a1143cac00/l.jpg', 'https://img.nemoapp.kr/article-photos/ea9d77e0-ef9c-4bae-9d3e-033210eda456/l.jpg', 'https://img.nemoapp.kr/article-photos/7d71147b-1305-4667-9679-15c42fdfc87d/l.jpg', 'https://img.nemoapp.kr/article-photos/68cbb0f1-1ab7-4fd1-85e7-a78e2ef83104/l.jpg', 'https://img.nemoapp.kr/article-photos/8288e761-fa6a-4601-89e4-7df56b5a6cb9/l.jpg', 'https://img.nemoapp.kr/article-photos/ed78259e-1d66-4ebe-93c9-2a223c7beb33/l.jpg', 'https://img.nemoapp.kr/article-photos/699563fb-0d90-4d63-a3ef-dfd819163a17/l.jpg', 'https://img.nemoapp.kr/article-photos/b9dfb7ac-6fde-4cf1-842f-2fdb97441c3d/l.jpg', 'https://img.nemoapp.kr/article-photos/9ac19ec5-a704-4794-b640-de31ecef2488/l.jpg', 'https://img.nemoapp.kr/article-photos/edbb1963-4c5a-4203-9b19-cfedaa683565/l.jpg', 'https://img.nemoapp.kr/article-photos/bd97de5d-bed6-4975-851a-5cd0a52c5dbe/l.jpg', 'https://img.nemoapp.kr/article-photos/da0a0746-d3e6-4ff5-ae8a-82ff41b564d4/l.jpg', 'https://img.nemoapp.kr/article-photos/a8bfe1cf-4ac7-43bc-bada-33974f21c5f5/l.jpg', 'https://img.nemoapp.kr/article-photos/ba8d74d6-db49-4209-8c3d-e81091100b96/l.jpg', 'https://img.nemoapp.kr/article-photos/011a5b09-6fa9-4bb2-a275-ddb8f16a7565/l.jpg', 'https://img.nemoapp.kr/article-photos/3989595c-890d-420a-8464-e0f4769983c1/l.jpg']",17,기타업종,1709,기타창업모음,1,임대,50000,4500,False,0,0,500,1,3,165.29,역삼동 1층 무건리 상가 사무실 쇼룸,50000,4500,0,,"양재(서초구청)역, 도보 10분",0,0,,True,,,2026-06-12T06:07:12.330635+00:00,2026-06-12T06:07:12.351228+00:00,1,94,강남역,4500,"면적: 165.29㎡ | 관리비: 500만원 | 층수: 1층/3층 | 업종: 기타업종>기타창업모음 | 교통: 양재(서초구청)역, 도보 10분"
2,,1,722b309b-0bd0-44f0-9777-58f996d8848e,1168010100108320022000002,,948230,https://img.nemoapp.kr/article-photos/9a1355a9-3f6a-4ce2-b021-03fdb89dff0d/s.jpg,"['https://img.nemoapp.kr/article-photos/9a1355a9-3f6a-4ce2-b021-03fdb89dff0d/s.jpg', 'https://img.nemoapp.kr/article-photos/90c88256-1ba0-4e98-9f0d-1a34489cf570/s.jpg', 'https://img.nemoapp.kr/article-photos/4dcad33c-b7cd-46d2-8049-49498a13c240/s.jpg', 'https://img.nemoapp.kr/article-photos/8a07be9a-1be4-4fa4-a773-539911c0882e/s.jpg', 'https://img.nemoapp.kr/article-photos/6fe52152-12a1-44e3-99cb-410b9e5da411/s.jpg', 'https://img.nemoapp.kr/article-photos/c59e1e5b-4a13-4aa4-85de-9c6ae4b0718b/s.jpg', 'https://img.nemoapp.kr/article-photos/ffd9323e-4966-44df-9b01-8503adcbf87c/s.jpg', 'https://img.nemoapp.kr/article-photos/d5788943-7745-42b2-95e1-26484aa64c00/s.jpg']","['https://img.nemoapp.kr/article-photos/9a1355a9-3f6a-4ce2-b021-03fdb89dff0d/l.jpg', 'https://img.nemoapp.kr/article-photos/90c88256-1ba0-4e98-9f0d-1a34489cf570/l.jpg', 'https://img.nemoapp.kr/article-photos/4dcad33c-b7cd-46d2-8049-49498a13c240/l.jpg', 'https://img.nemoapp.kr/article-photos/8a07be9a-1be4-4fa4-a773-539911c0882e/l.jpg', 'https://img.nemoapp.kr/article-photos/6fe52152-12a1-44e3-99cb-410b9e5da411/l.jpg', 'https://img.nemoapp.kr/article-photos/c59e1e5b-4a13-4aa4-85de-9c6ae4b0718b/l.jpg', 'https://img.nemoapp.kr/article-photos/ffd9323e-4966-44df-9b01-8503adcbf87c/l.jpg', 'https://img.nemoapp.kr/article-photos/d5788943-7745-42b2-95e1-26484aa64c00/l.jpg']",16,서비스업,1609,기타서비스업,1,임대,65000,4400,False,35000,0,1000,9,10,132.23,🟥역대급 인테리어 변호사 사무실,65000,4400,35000,,"강남역, 도보 10분",0,0,,True,,,2026-06-12T05:40:19.070971+00:00,2026-06-12T05:53:44.449753+00:00,1,117,강남역,4400,"면적: 132.23㎡ | 권리금: 35,000만원 | 관리비: 1,000만원 | 층수: 9층/10층 | 업종: 서비스업>기타서비스업 | 교통: 강남역, 도보 10분"
3,,1,21011b37-f10d-4e24-8ab6-efef91f9b8fc,1168010100108170019023672,,941493,https://img.nemoapp.kr/article-photos/a01dc9d0-9435-429d-aa66-90963fd4e7c9/s.jpg,"['https://img.nemoapp.kr/article-photos/a01dc9d0-9435-429d-aa66-90963fd4e7c9/s.jpg', 'https://img.nemoapp.kr/article-photos/f1cae342-f450-49c2-98ab-4cc2e2789126/s.jpg', 'https://img.nemoapp.kr/article-photos/f9b89d2a-6b7a-4e0e-aec9-ca5796252310/s.jpg', 'https://img.nemoapp.kr/article-photos/da26075d-15d3-4b1f-a031-1268c23b625b/s.jpg', 'https://img.nemoapp.kr/article-photos/66bc639f-7480-4489-be41-e0b4093f0f3f/s.jpg', 'https://img.nemoapp.kr/article-photos/e0d97f56-f49f-4253-828c-41a843e9a811/s.jpg', 'https://img.nemoapp.kr/article-photos/64e08c6f-3ac9-4ad9-9ec3-0d9e19980001/s.jpg', 'https://img.nemoapp.kr/article-photos/ca04c542-b56a-4c55-836a-29c0ed592f14/s.jpg', 'https://img.nemoapp.kr/article-photos/9b18abff-9e90-460d-a4aa-c13ab402c61f/s.jpg', 'https://img.nemoapp.kr/article-photos/9f0ed40f-cb52-48a9-ab4b-45868bfef646/s.jpg', 'https://img.nemoapp.kr/article-photos/25584465-eedb-4662-af73-b0920936c1c3/s.jpg', 'https://img.nemoapp.kr/article-photos/10a0e985-0c47-4e55-b867-83ccee53ca4d/s.jpg', 'https://img.nemoapp.kr/article-photos/5a183d00-d362-49c3-985f-1382ebc85073/s.jpg', 'https://img.nemoapp.kr/article-photos/fcd0f504-9e32-46d9-bbf0-6ef28b87c84f/s.jpg']","['https://img.nemoapp.kr/article-photos/a01dc9d0-9435-429d-aa66-90963fd4e7c9/l.jpg', 'https://img.nemoapp.kr/article-photos/f1cae342-f450-49c2-98ab-4cc2e2789126/l.jpg', 'https://img.nemoapp.kr/article-photos/f9b89d2a-6b7a-4e0e-aec9-ca5796252310/l.jpg', 'https://img.nemoapp.kr/article-photos/da26075d-15d3-4b1f-a031-1268c23b625b/l.jpg', 'https://img.nemoapp.kr/article-photos/66bc639f-7480-4489-be41-e0b4093f0f3f/l.jpg', 'https://img.nemoapp.kr/article-photos/e0d97f56-f49f-4253-828c-41a843e9a811/l.jpg', 'https://img.nemoapp.kr/article-photos/64e08c6f-3ac9-4ad9-9ec3-0d9e19980001/l.jpg', 'https://img.nemoapp.kr/article-photos/ca04c542-b56a-4c55-836a-29c0ed592f14/l.jpg', 'https://img.nemoapp.kr/article-photos/9b18abff-9e90-460d-a4aa-c13ab402c61f/l.jpg', 'https://img.nemoapp.kr/article-photos/9f0ed40f-cb52-48a9-ab4b-45868bfef646/l.jpg', 'https://img.nemoapp.kr/article-photos/25584465-eedb-4662-af73-b0920936c1c3/l.jpg', 'https://img.nemoapp.kr/article-photos/10a0e985-0c47-4e55-b867-83ccee53ca4d/l.jpg', 'https://img.nemoapp.kr/article-photos/5a183d00-d362-49c3-985f-1382ebc85073/l.jpg', 'https://img.nemoapp.kr/article-photos/fcd0f504-9e32-46d9-bbf0-6ef28b87c84f/l.jpg']",16,서비스업,1609,기타서비스업,1,임대,55000,5300,False,35000,0,500,4,5,179.32,🗼강남역 초세권. 음악학원 및 스튜디오 강추. 인테리어 승계가능🗼,55000,5300,60000,,"강남역, 도보 4분",0,0,,True,,,2026-05-12T01:25:30.093972+00:00,2026-06-12T05:18:00.165359+00:00,1,102,강남역,5300,"면적: 179.32㎡ | 권리금: 35,000만원 | 관리비: 500만원 | 층수: 4층/5층 | 업종: 서비스업>기타서비스업 | 교통: 강남역, 도보 4분"
4,,1,713ae6f6-ffa8-43c7-99f1-99dab5bedd21,1168010100108380009026112,,941528,https://img.nemoapp.kr/article-photos/d634bcb5-4316-4178-9ffa-d084d2eeabdb/s.jpg,"['https://img.nemoapp.kr/article-photos/d634bcb5-4316-4178-9ffa-d084d2eeabdb/s.jpg', 'https://img.nemoapp.kr/article-photos/83b200b8-c720-4af5-a519-c6c7d8a69d06/s.jpg', 'https://img.nemoapp.kr/article-photos/80335441-f36d-4943-abc3-3ea82fd11e5e/s.jpg', 'https://img.nemoapp.kr/article-photos/890442da-3678-4408-8475-7fdbd232dba5/s.jpg', 'https://img.nemoapp.kr/article-photos/2c2188bf-c682-4c99-8cde-6cee4c75e79d/s.jpg', 'https://img.nemoapp.kr/article-photos/3d29621c-ca53-4c0e-958c-4556497c3ecc/s.jpg', 'https://img.nemoapp.kr/article-photos/f62d2df9-551b-428b-bf49-ac47e8671fb1/s.jpg', 'https://img.nemoapp.kr/article-photos/dad8f5bc-4eef-43f4-92e1-3ec12bda1bc3/s.jpg']","['https://img.nemoapp.kr/article-photos/d634bcb5-4316-4178-9ffa-d084d2eeabdb/l.jpg', 'https://img.nemoapp.kr/article-photos/83b200b8-c720-4af5-a519-c6c7d8a69d06/l.jpg', 'https://img.nemoapp.kr/article-photos/80335441-f36d-4943-abc3-3ea82fd11e5e/l.jpg', 'https://img.nemoapp.kr/article-photos/890442da-3678-4408-8475-7fdbd232dba5/l.jpg', 'https://img.nemoapp.kr/article-photos/2c2188bf-c682-4c99-8cde-6cee4c75e79d/l.jpg', 'https://img.nemoapp.kr/article-photos/3d29621c-ca53-4c0e-958c-4556497c3ecc/l.jpg', 'https://img.nemoapp.kr/article-photos/f62d2df9-551b-428b-bf49-ac47e8671fb1/l.jpg', 'https://img.nemoapp.kr/article-photos/dad8f5bc-4eef-43f4-92e1-3ec12bda1bc3/l.jpg']",16,서비스업,1609,기타서비스업,1,임대,50000,4400,False,0,0,1100,3,11,192.32,🗼뱅뱅사거리 대로변 메인상권.  즉시입주 가능🗼,50000,4400,0,,"양재(서초구청)역, 도보 10분",0,0,,True,,,2026-05-12T03:28:47.460542+00:00,2026-06-12T05:17:58.634534+00:00,1,79,강남역,4400,"면적: 192.32㎡ | 관리비: 1,100만원 | 층수: 3층/11층 | 업종: 서비스업>기타서비스업 | 교통: 양재(서초구청)역, 도보 10분"
5,,1,1482378d-93cd-4217-87fb-63e220655427,1168010100108260036000001,,941532,https://img.nemoapp.kr/article-photos/4406dffa-53eb-413b-91be-17ed4279664b/s.jpg,"['https://img.nemoapp.kr/article-photos/4406dffa-53eb-413b-91be-17ed4279664b/s.jpg', 'https://img.nemoapp.kr/article-photos/7b4a118b-3d10-40ee-a648-d4a8e9d5279c/s.jpg', 'https://img.nemoapp.kr/article-photos/a051ffd2-cb34-4ec4-a570-d25ca1de11ba/s.jpg', 'https://img.nemoapp.kr/article-photos/f189db38-4f8d-430d-bc37-cd66a27403a4/s.jpg', 'https://img.nemoapp.kr/article-photos/6cc09b0e-aa10-4a65-9803-d0ec6388ebe6/s.jpg', 'https://img.nemoapp.kr/article-photos/f1c8d42f-68c5-4b8b-b966-7a6af9c25882/s.jpg', 'https://img.nemoapp.kr/article-photos/5489067c-2a0e-4ef7-b99a-8184e4267d32/s.jpg']","['https://img.nemoapp.kr/article-photos/4406dffa-53eb-413b-91be-17ed4279664b/l.jpg', 'https://img.nemoapp.kr/article-photos/7b4a118b-3d10-40ee-a648-d4a8e9d5279c/l.jpg', 'https://img.nemoapp.kr/article-photos/a051ffd2-cb34-4ec4-a570-d25ca1de11ba/l.jpg', 'https://img.nemoapp.kr/article-photos/f189db38-4f8d-430d-bc37-cd66a27403a4/l.jpg', 'https://img.nemoapp.kr/article-photos/6cc09b0e-aa10-4a65-9803-d0ec6388ebe6/l.jpg', 'https://img.nemoapp.kr/article-photos/f1c8d42f-68c5-4b8b-b966-7a6af9c25882/l.jpg', 'https://img.nemoapp.kr/article-photos/5489067c-2a0e-4ef7-b99a-8184e4267d32/l.jpg']",16,서비스업,1609,기타서비스업,1,임대,70000,4600,False,0,0,940,3,13,167.25,🗼강남역  초역세권.  기존 의원자리.  가시성 접근성 좋음🗼,70000,4600,0,,"강남역, 도보 5분",0,0,,True,,,2026-05-12T03:33:03.454411+00:00,2026-06-12T05:17:53.13566+00:00,1,97,강남역,4600,"면적: 167.25㎡ | 관리비: 940만원 | 층수: 3층/13층 | 업종: 서비스업>기타서비스업 | 교통: 강남역, 도보 5분"
6,,1,c6af09c7-15cd-4485-8675-7cf711a4a34d,1168010100108230024023937,,759732,https://img.nemoapp.kr/article-photos/af955838-5fe8-464d-a7ad-fe9bc4974755/s.jpg,"['https://img.nemoapp.kr/article-photos/af955838-5fe8-464d-a7ad-fe9bc4974755/s.jpg', 'https://img.nemoapp.kr/article-photos/f285fdcf-7bbe-416b-a824-61b2c9a5db7f/s.jpg', 'https://img.nemoapp.kr/article-photos/e2831e43-aadc-4d54-9e60-be39a407232c/s.jpg', 'https://img.nemoapp.kr/article-photos/87be6e1d-c6db-4206-85ad-19f061d58109/s.jpg', 'https://img.nemoapp.kr/article-photos/8535f8de-b773-46f6-ac9c-c1b73e393868/s.jpg', 'https://img.nemoapp.kr/article-photos/4bc2566e-2271-43c2-95d7-44d36a03d2c6/s.jpg']","['https://img.nemoapp.kr/article-photos/af955838-5fe8-464d-a7ad-fe9bc4974755/l.jpg', 'https://img.nemoapp.kr/article-photos/f285fdcf-7bbe-416b-a824-61b2c9a5db7f/l.jpg', 'https://img.nemoapp.kr/article-photos/e2831e43-aadc-4d54-9e60-be39a407232c/l.jpg', 'https://img.nemoapp.kr/article-photos/87be6e1d-c6db-4206-85ad-19f061d58109/l.jpg', 'https://img.nemoapp.kr/article-photos/8535f8de-b773-46f6-ac9c-c1b73e393868/l.jpg', 'https://img.nemoapp.kr/article-photos/4bc2566e-2271-43c2-95d7-44d36a03d2c6/l.jpg']",14,오락스포츠,1402,당구장,1,임대,120000,9000,False,500000,0,300,-1,8,495.87,"강남역, 역삼역 더블 역세권, 단골고객 다수 확보된 당구장",12000,9000,500000,2023-04-24T10:05:20.16+00:00,"역삼역, 도보 7분",0,0,,False,,,2023-04-21T13:54:53.193333+00:00,2026-06-12T05:17:52.90968+00:00,1,63,강남역,9000,"면적: 495.87㎡ | 권리금: 500,000만원 | 관리비: 300만원 | 층수: -1층/8층 | 업종: 오락스포츠>당구장 | 교통: 역삼역, 도보 7분"
7,,1,48b3c013-b106-4979-997c-ca865a10718d,1168010100106260003022535,,941963,https://img.nemoapp.kr/article-photos/8660c0b6-e98e-4671-a6fe-5c0958ac1c0e/s.jpg,"['https://img.nemoapp.kr/article-photos/8660c0b6-e98e-4671-a6fe-5c0958ac1c0e/s.jpg', 'https://img.nemoapp.kr/article-photos/c413628e-162b-4289-b86d-45b0bea80730/s.jpg', 'https://img.nemoapp.kr/article-photos/133f3c8c-e31e-4b51-be42-e67ad9e8f15e/s.jpg', 'https://img.nemoapp.kr/article-photos/66233817-2007-468c-b6b6-6179d0edeb8c/s.jpg', 'https://img.nemoapp.kr/article-photos/dfd8be71-08b1-4329-aa05-32929f0ef6b0/s.jpg', 'https://img.nemoapp.kr/article-photos/834abaad-474f-4c6b-8d6b-a11274465e8a/s.jpg', 'https://img.nemoapp.kr/article-photos/ccf4f428-4c59-4cd3-9c62-0dda66927aac/s.jpg', 'https://img.nemoapp.kr/article-photos/8e36a4b1-f8a7-401b-898a-2fad48a23abf/s.jpg', 'https://img.nemoapp.kr/article-photos/0cb15abd-c90d-4776-9084-3974012d445b/s.jpg', 'https://img.nemoapp.kr/article-photos/66438535-e62f-4e9a-807b-554355b5822f/s.jpg', 'https://img.nemoapp.kr/article-photos/a19bfd24-c293-473e-9f03-a4d342205563/s.jpg', 'https://img.nemoapp.kr/article-photos/fcf1eb53-63fd-47b6-80b3-8fade4db8169/s.jpg', 'https://img.nemoapp.kr/article-photos/c4e667b2-43ca-482b-98bd-78baef7b4010/s.jpg', 'https://img.nemoapp.kr/article-photos/7d9ee45a-2062-4a43-8e83-906a3a3c75c1/s.jpg', 'https://img.nemoapp.kr/article-photos/3bfccc3b-3cb1-4c1d-bed6-5943bc1ec320/s.jpg', 'https://img.nemoapp.kr/article-photos/babdd95f-32e8-48f6-a6fb-ff3d8dfffec8/s.jpg', 'https://img.nemoapp.kr/article-photos/8ab7b8d1-cc07-4ba9-aa18-7e92f698faaf/s.jpg', 'https://img.nemoapp.kr/article-photos/e8b906e0-ff8a-4428-9955-7dae1c535701/s.jpg', 'https://img.nemoapp.kr/article-photos/907b7760-93b9-4bba-88bb-d4a3885e9dcf/s.jpg', 'https://img.nemoapp.kr/article-photos/667cb8e6-a577-49c7-8705-2623c7e141e5/s.jpg', 'https://img.nemoapp.kr/article-photos/adafd4ef-025a-41bd-b839-26bec3562966/s.jpg', 'https://img.nemoapp.kr/article-photos/a15ffbb7-6d63-4d12-9125-3ac16e04f946/s.jpg', 'https://img.nemoapp.kr/article-photos/ac560606-bfd1-4daa-84af-54c56b6a3dee/s.jpg', 'https://img.nemoapp.kr/article-photos/46edf330-40f9-49f2-9763-a45650045c59/s.jpg', 'https://img.nemoapp.kr/article-photos/e5a14d42-4100-4746-ae2c-b0c24a88f877/s.jpg', 'https://img.nemoapp.kr/article-photos/fc195e3e-1637-4f49-a4cf-282251362beb/s.jpg', 'https://img.nemoapp.kr/article-photos/80f672f2-9125-4406-9a1c-ff4ccd676ad9/s.jpg', 'https://img.nemoapp.kr/article-photos/2e3628f6-b0c9-4ea2-a19e-90d26ee0e0e3/s.jpg', 'https://img.nemoapp.kr/article-photos/2c06b087-1353-4776-8d70-d596f79cc38f/s.jpg', 'https://img.nemoapp.kr/article-photos/989f8fe6-afb0-4ae2-9f6c-d5159e3b4f28/s.jpg', 'https://img.nemoapp.kr/article-photos/8be1da61-fe7c-496b-aa82-8ee46750acda/s.jpg', 'https://img.nemoapp.kr/article-photos/a1eb8e3e-364a-42bb-a18e-9107887b5329/s.jpg', 'https://img.nemoapp.kr/article-photos/c690fe47-2149-47ff-9ec1-85fadcc5db4f/s.jpg', 'https://img.nemoapp.kr/article-photos/bd5f8e47-4124-4cee-a48e-07dad4e1b4eb/s.jpg', 'https://img.nemoapp.kr/article-photos/439cad58-33a5-4af6-b743-943438f3322d/s.jpg', 'https://img.nemoapp.kr/article-photos/e6229056-2d4c-4970-8543-48595d94cd4d/s.jpg', 'https://img.nemoapp.kr/article-photos/5fea17a1-5a35-4c75-8703-0afb9583a896/s.jpg', 'https://img.nemoapp.kr/article-photos/f4f844db-d74a-4aef-ae63-b07d1c7a4f59/s.jpg', 'https://img.nemoapp.kr/article-photos/57ea81fe-e725-4cd3-a01f-bd4295658beb/s.jpg']","['https://img.nemoapp.kr/article-photos/8660c0b6-e98e-4671-a6fe-5c0958ac1c0e/l.jpg', 'https://img.nemoapp.kr/article-photos/c413628e-162b-4289-b86d-45b0bea80730/l.jpg', 'https://img.nemoapp.kr/article-photos/133f3c8c-e31e-4b51-be42-e67ad9e8f15e/l.jpg', 'https://img.nemoapp.kr/article-photos/66233817-2007-468c-b6b6-6179d0edeb8c/l.jpg', 'https://img.nemoapp.kr/article-photos/dfd8be71-08b1-4329-aa05-32929f0ef6b0/l.jpg', 'https://img.nemoapp.kr/article-photos/834abaad-474f-4c6b-8d6b-a11274465e8a/l.jpg', 'https://img.nemoapp.kr/article-photos/ccf4f428-4c59-4cd3-9c62-0dda66927aac/l.jpg', 'https://img.nemoapp.kr/article-photos/8e36a4b1-f8a7-401b-898a-2fad48a23abf/l.jpg', 'https://img.nemoapp.kr/article-photos/0cb15abd-c90d-4776-9084-3974012d445b/l.jpg', 'https://img.nemoapp.kr/article-photos/66438535-e62f-4e9a-807b-554355b5822f/l.jpg', 'https://img.nemoapp.kr/article-photos/a19bfd24-c293-473e-9f03-a4d342205563/l.jpg', 'https://img.nemoapp.kr/article-photos/fcf1eb53-63fd-47b6-80b3-8fade4db8169/l.jpg', 'https://img.nemoapp.kr/article-photos/c4e667b2-43ca-482b-98bd-78baef7b4010/l.jpg', 'https://img.nemoapp.kr/article-photos/7d9ee45a-2062-4a43-8e83-906a3a3c75c1/l.jpg', 'https://img.nemoapp.kr/article-photos/3bfccc3b-3cb1-4c1d-bed6-5943bc1ec320/l.jpg', 'https://img.nemoapp.kr/article-photos/babdd95f-32e8-48f6-a6fb-ff3d8dfffec8/l.jpg', 'https://img.nemoapp.kr/article-photos/8ab7b8d1-cc07-4ba9-aa18-7e92f698faaf/l.jpg', 'https://img.nemoapp.kr/article-photos/e8b906e0-ff8a-4428-9955-7dae1c535701/l.jpg', 'https://img.nemoapp.kr/article-photos/907b7760-93b9-4bba-88bb-d4a3885e9dcf/l.jpg', 'https://img.nemoapp.kr/article-photos/667cb8e6-a577-49c7-8705-2623c7e141e5/l.jpg', 'https://img.nemoapp.kr/article-photos/adafd4ef-025a-41bd-b839-26bec3562966/l.jpg', 'https://img.nemoapp.kr/article-photos/a15ffbb7-6d63-4d12-9125-3ac16e04f946/l.jpg', 'https://img.nemoapp.kr/article-photos/ac560606-bfd1-4daa-84af-54c56b6a3dee/l.jpg', 'https://img.nemoapp.kr/article-photos/46edf330-40f9-49f2-9763-a45650045c59/l.jpg', 'https://img.nemoapp.kr/article-photos/e5a14d42-4100-4746-ae2c-b0c24a88f877/l.jpg', 'https://img.nemoapp.kr/article-photos/fc195e3e-1637-4f49-a4cf-282251362beb/l.jpg', 'https://img.nemoapp.kr/article-photos/80f672f2-9125-4406-9a1c-ff4ccd676ad9/l.jpg', 'https://img.nemoapp.kr/article-photos/2e3628f6-b0c9-4ea2-a19e-90d26ee0e0e3/l.jpg', 'https://img.nemoapp.kr/article-photos/2c06b087-1353-4776-8d70-d596f79cc38f/l.jpg', 'https://img.nemoapp.kr/article-photos/989f8fe6-afb0-4ae2-9f6c-d5159e3b4f28/l.jpg', 'https://img.nemoapp.kr/article-photos/8be1da61-fe7c-496b-aa82-8ee46750acda/l.jpg', 'https://img.nemoapp.kr/article-photos/a1eb8e3e-364a-42bb-a18e-9107887b5329/l.jpg', 'https://img.nemoapp.kr/article-photos/c690fe47-2149-47ff-9ec1-85fadcc5db4f/l.jpg', 'https://img.nemoapp.kr/article-photos/bd5f8e47-4124-4cee-a48e-07dad4e1b4eb/l.jpg', 'https://img.nemoapp.kr/article-photos/439cad58-33a5-4af6-b743-943438f3322d/l.jpg', 'https://img.nemoapp.kr/article-photos/e6229056-2d4c-4970-8543-48595d94cd4d/l.jpg', 'https://img.nemoapp.kr/article-photos/5fea17a1-5a35-4c75-8703-0afb9583a896/l.jpg', 'https://img.nemoapp.kr/article-photos/f4f844db-d74a-4aef-ae63-b07d1c7a4f59/l.jpg', 'https://img.nemoapp.kr/article-photos/57ea81fe-e725-4cd3-a01f-bd4295658beb/l.jpg']",17,기타업종,1709,기타창업모음,1,임대,200000,18000,False,0,0,0,1,2,494.76,임대인 직접 소통/역삼동 최다매물 보유/실사용 150평수 주택형 사무실/,200000,18000,0,,"언주역, 도보 6분",0,2,,True,,,2026-05-13T14:02:46.476706+00:00,2026-06-12T05:17:48.885948+00:00,1,126,강남역,18000,"면적: 494.76㎡ | 층수: 1층/2층 | 업종: 기타업종>기타창업모음 | 교통: 언주역, 도보 6분"
